Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LandContour,Utilities,LandSlope,Neighborhood,BldgType,HouseStyle,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,ExterCond,BsmtQual,BsmtCond,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,GarageQual,PavedDrive,OpenPorchSF,PoolArea,PoolQC,Fence,MoSold,YrSold,SaleType,SaleCondition,SalePrice
79,90,RL,72,10778,Pave,NA,Lvl,AllPub,Gtl,Sawyer,Duplex,1Story,5,1968,1968,Hip,CompShg,HdBoard,TA,TA,TA,1768,GasA,TA,N,SBrkr,1768,0,1768,2,0,4,TA,8,Typ,0,NA,NA,0,0,NA,Y,0,0,NA,NA,4,2010,WD,Normal,136500
80,50,RM,60,10440,Pave,Grvl,Lvl,AllPub,Gtl,OldTown,1Fam,2Story,6,1910,1981,Gable,CompShg,Wd Sdng,TA,TA,TA,440,GasA,Gd,Y,SBrkr,682,548,1230,1,1,2,TA,5,Typ,0,NA,1966,2,440,TA,Y,0,0,NA,MnPrv,5,2009,WD,Normal,110000
81,60,RL,100,13000,Pave,NA,Lvl,AllPub,Gtl,"NAmes",1Fam,2Story,6,1968,1968,Gable,CompShg,VinylSd,Gd,Gd,TA,896,GasA,TA,Y,SBrkr,1182,960,2142,2,1,4,Gd,8,Typ,1,Gd,1968,1,509,TA,Y,72,0,NA,NA,6,2009,WD,Normal,193500
82,120,RM,32,4500,Pave,NA,Lvl,AllPub,Gtl,Mitchel,TwnhsE,1Story,5,1998,1998,Hip,CompShg,VinylSd,Gd,Ex,Gd,1237,GasA,Ex,Y,SBrkr,1337,0,1337,2,0,2,TA,5,Typ,0,NA,1998,2,405,TA,Y,199,0,NA,NA,3,2006,WD,Normal,153500
83,20,RL,78,10206,Pave,NA,Lvl,AllPub,Gtl,Somerst,1Fam,1Story,5,2007,2007,Gable,CompShg,VinylSd,TA,Gd,TA,1563,GasA,Ex,Y,SBrkr,1563,0,1563,2,0,3,Gd,6,Typ,1,Gd,2007,3,758,TA,Y,99,0,NA,NA,10,2008,WD,Normal,245000
84,20,RL,80,8892,Pave,NA,Lvl,AllPub,Gtl,"NAmes",1Fam,1Story,5,1960,1960,Gable,CompShg,MetalSd,TA,TA,TA,1065,GasA,Gd,Y,SBrkr,1065,0,1065,1,1,3,TA,6,Typ,0,NA,1974,2,461,TA,Y,0,0,NA,NA,7,2007,COD,Normal,126500
85,80,RL,NA,8530,Pave,NA,Lvl,AllPub,Gtl,Gilbert,1Fam,SLvl,5,1995,1996,Gable,CompShg,HdBoard,TA,Gd,TA,384,GasA,Gd,Y,SBrkr,804,670,1474,2,1,3,TA,7,Typ,1,TA,1995,2,400,TA,Y,72,0,NA,NA,5,2009,WD,Normal,168500
86,60,RL,121,16059,Pave,NA,Lvl,AllPub,Gtl,NoRidge,1Fam,2Story,5,1991,1992,Hip,CompShg,HdBoard,TA,Gd,TA,1288,GasA,Ex,Y,SBrkr,1301,1116,2417,2,1,4,Gd,9,Typ,1,TA,1991,2,462,TA,Y,82,0,NA,NA,4,2006,WD,Normal,260000
87,60,RL,122,11911,Pave,NA,Lvl,AllPub,Gtl,Gilbert,1Fam,2Story,5,2005,2005,Gable,CompShg,VinylSd,TA,Gd,TA,684,GasA,Ex,Y,SBrkr,684,876,1560,2,1,3,Gd,6,Typ,1,Gd,2005,2,400,TA,Y,38,0,NA,NA,3,2009,WD,Normal,174000
88,160,FV,40,3951,Pave,Pave,Lvl,AllPub,Gtl,Somerst,TwnhsE,2Story,5,2009,2009,Gable,CompShg,VinylSd,TA,Gd,TA,612,GasA,Ex,Y,SBrkr,612,612,1224,2,1,2,Gd,4,Typ,0,NA,2009,2,528,TA,Y,234,0,NA,NA,6,2009,New,Partial,164500
89,50,C (all),105,8470,Pave,NA,Lvl,AllPub,Gtl,IDOTRR,1Fam,1.5Fin,2,1915,1982,Hip,CompShg,Plywood,Fa,TA,Fa,1013,GasA,TA,N,SBrkr,1013,0,1526,1,0,2,Fa,6,Typ,0,NA,NA,0,0,NA,N,0,0,NA,MnPrv,10,2009,ConLD,Abnorml,85000
90,20,RL,60,8070,Pave,NA,Lvl,AllPub,Gtl,CollgCr,1Fam,1Story,5,1994,1995,Gable,CompShg,VinylSd,TA,Gd,TA,990,GasA,Ex,Y,SBrkr,990,0,990,1,0,3,TA,5,Typ,0,NA,NA,0,0,NA,Y,0,0,NA,NA,8,2007,WD,Normal,123600
91,20,RL,60,7200,Pave,NA,Lvl,AllPub,Gtl,"NAmes",1Fam,1Story,5,1950,1950,Gable,CompShg,BrkFace,TA,NA,NA,0,GasA,TA,Y,FuseA,1040,0,1040,1,0,2,TA,4,Typ,0,NA,1950,2,420,TA,Y,29,0,NA,NA,7,2006,WD,Normal,109900
92,20,RL,85,8500,Pave,NA,Lvl,AllPub,Gtl,"NAmes",1Fam,1Story,3,1961,1961,Hip,CompShg,HdBoard,TA,TA,TA,1235,GasA,TA,Y,SBrkr,1235,0,1235,1,0,2,TA,6,Typ,0,NA,1961,2,480,TA,Y,0,0,NA,GdWo,12,2006,WD,Abnorml,98600
93,30,RL,80,13360,Pave,Grvl,HLS,AllPub,Gtl,Crawfor,1Fam,1Story,7,1921,2006,Gable,CompShg,Wd Sdng,Gd,Gd,TA,876,GasA,Ex,Y,SBrkr,964,0,964,1,0,2,TA,5,Typ,0,NA,1921,2,432,TA,Y,0,0,NA,NA,8,2009,WD,Normal,163500
94,190,C (all),60,7200,Pave,NA,Lvl,AllPub,Gtl,OldTown,2fmCon,2.5Unf,6,1910,1998,Hip,CompShg,MetalSd,TA,TA,Fa,1214,GasW,Ex,N,SBrkr,1260,1031,2291,2,0,4,TA,9,Typ,1,Gd,1900,2,506,TA,Y,0,0,NA,NA,11,2007,WD,Normal,133900
95,60,RL,69,9337,Pave,NA,Lvl,AllPub,Gtl,CollgCr,1Fam,2Story,5,1997,1997,Gable,CompShg,VinylSd,Gd,Gd,TA,824,GasA,Ex,Y,SBrkr,905,881,1786,2,1,3,Gd,7,Typ,0,NA,1997,2,684,TA,Y,162,0,NA,NA,5,2007,WD,Normal,204750
96,60,RL,NA,9765,Pave,NA,Lvl,AllPub,Gtl,Gilbert,1Fam,2Story,8,1993,1993,Gable,CompShg,VinylSd,Gd,Gd,Gd,680,GasA,Gd,Y,SBrkr,680,790,1470,2,1,3,TA,6,Typ,1,TA,1993,2,420,TA,Y,63,0,NA,NA,4,2009,WD,Normal,185000
97,20,RL,78,10264,Pave,NA,Lvl,AllPub,Gtl,CollgCr,1Fam,1Story,5,1999,1999,Gable,CompShg,VinylSd,TA,Gd,TA,1588,GasA,Ex,Y,SBrkr,1588,0,1588,2,0,3,Gd,6,Typ,0,NA,1999,2,472,TA,Y,29,0,NA,NA,8,2006,WD,Normal,214000
98,20,RL,73,10921,Pave,NA,HLS,AllPub,Gtl,Edwards,1Fam,1Story,5,1965,1965,Hip,CompShg,HdBoard,TA,TA,TA,960,GasA,TA,Y,FuseF,960,0,960,1,0,3,TA,6,Typ,0,NA,1965,1,432,TA,P,0,0,NA,NA,5,2007,WD,Normal,94750
99,30,RL,85,10625,Pave,NA,Lvl,AllPub,Gtl,Edwards,1Fam,1Story,5,1920,1950,Gable,CompShg,Wd Sdng,TA,TA,TA,458,GasA,Fa,N,SBrkr,835,0,835,1,0,2,TA,5,Typ,0,NA,1920,1,366,Fa,Y,0,0,NA,NA,5,2010,COD,Abnorml,83000
100,20,RL,77,9320,Pave,NA,Lvl,AllPub,Gtl,"NAmes",1Fam,1Story,5,1959,1959,Gable,CompShg,Plywood,TA,TA,TA,950,GasA,Fa,Y,SBrkr,1225,0,1225,1,1,3,TA,6,Typ,0,NA,NA,0,0,NA,Y,0,0,NA,NA,1,2010,WD,Normal,128950
101,20,RL,NA,10603,Pave,NA,Lvl,AllPub,Gtl,NWAmes,1Fam,1Story,7,1977,2001,Gable,CompShg,Plywood,TA,TA,TA,1610,GasA,Gd,Y,SBrkr,1610,0,1610,2,0,3,Gd,6,Typ,2,TA,1977,2,480,TA,Y,68,0,NA,NA,2,2010,WD,Normal,205000
102,60,RL,77,9206,Pave,NA,Lvl,AllPub,Gtl,SawyerW,1Fam,2Story,5,1985,1985,Gable,CompShg,HdBoard,TA,Gd,TA,741,GasA,TA,Y,SBrkr,977,755,1732,2,1,3,Gd,7,Typ,1,TA,1985,2,476,TA,Y,46,0,NA,NA,6,2010,WD,Normal,178000
103,90,RL,64,7018,Pave,NA,Bnk,AllPub,Gtl,SawyerW,Duplex,1Story,5,1979,1979,Gable,CompShg,HdBoard,Fa,NA,NA,0,GasA,TA,Y,SBrkr,1535,0,1535,2,0,4,TA,8,Typ,0,NA,1979,2,410,TA,Y,0,0,NA,NA,6,2009,WD,Alloca,118964
104,20,RL,94,10402,Pave,NA,Lvl,AllPub,Gtl,CollgCr,1Fam,1Story,5,2009,2009,Gable,CompShg,VinylSd,TA,Gd,TA,1226,GasA,Ex,Y,SBrkr,1226,0,1226,2,0,3,Gd,6,Typ,0,NA,2009,3,740,TA,Y,36,0,NA,NA,5,2010,WD,Normal,198900
105,50,RM,NA,7758,Pave,NA,Lvl,AllPub,Gtl,IDOTRR,1Fam,1.5Fin,4,1931,1950,Gable,CompShg,Stucco,Fa,TA,TA,1040,GasA,Ex,Y,FuseF,1226,592,1818,1,1,4,TA,7,Typ,2,TA,1951,1,240,TA,Y,0,0,NA,NA,6,2007,WD,Normal,169500
106,60,FV,75,9375,Pave,NA,Lvl,AllPub,Gtl,Somerst,1Fam,2Story,5,2003,2004,Hip,CompShg,VinylSd,TA,Ex,TA,1053,GasA,Ex,Y,SBrkr,1053,939,1992,2,1,3,Gd,9,Typ,1,Gd,2003,2,648,TA,Y,45,0,NA,NA,8,2008,WD,Normal,250000
107,30,RM,60,10800,Pave,Grvl,Lvl,AllPub,Gtl,OldTown,1Fam,1Story,7,1885,1995,Mansard,CompShg,VinylSd,TA,Fa,TA,641,GasA,Gd,Y,SBrkr,1047,0,1047,1,0,2,TA,6,Typ,0,NA,1954,1,273,Fa,N,0,0,NA,NA,8,2007,WD,Normal,100000
108,20,RM,50,6000,Pave,NA,Lvl,AllPub,Gtl,OldTown,1Fam,1Story,5,1948,1950,Gable,CompShg,VinylSd,TA,TA,TA,789,GasA,Ex,Y,SBrkr,789,0,789,1,0,2,TA,5,Typ,0,NA,1948,1,250,TA,Y,0,0,NA,NA,4,2008,WD,Partial,115000
109,50,RM,85,8500,Pave,NA,Lvl,AllPub,Gtl,IDOTRR,1Fam,1.5Fin,7,1919,2005,Gable,CompShg,CemntBd,TA,TA,TA,793,GasW,TA,N,FuseF,997,520,1517,2,0,3,Fa,7,Typ,0,NA,NA,0,0,NA,N,0,0,NA,NA,8,2007,WD,Normal,115000
110,20,RL,105,11751,Pave,NA,Lvl,AllPub,Gtl,NWAmes,1Fam,1Story,6,1977,1977,Hip,CompShg,Plywood,TA,Gd,TA,1844,GasA,Ex,Y,SBrkr,1844,0,1844,2,0,3,TA,7,Typ,1,TA,1977,2,546,TA,Y,122,0,NA,MnPrv,1,2010,COD,Normal,190000
111,50,RL,75,9525,Pave,NA,Lvl,AllPub,Gtl,Edwards,1Fam,1.5Fin,4,1954,1972,Gable,CompShg,Wd Sdng,TA,TA,Fa,994,GasA,Gd,Y,SBrkr,1216,639,1855,2,0,4,TA,7,Typ,0,NA,1954,1,325,TA,Y,0,0,NA,NA,10,2006,WD,Normal,136900
112,80,RL,NA,7750,Pave,NA,Lvl,AllPub,Gtl,Gilbert,1Fam,SLvl,5,2000,2000,Gable,CompShg,VinylSd,TA,Gd,TA,384,GasA,Ex,Y,SBrkr,774,656,1430,2,1,3,TA,7,Typ,1,TA,2000,2,400,TA,Y,0,0,NA,NA,4,2010,WD,Normal,180000
113,60,RL,77,9965,Pave,NA,Lvl,AllPub,Gtl,CollgCr,1Fam,2Story,5,2007,2007,Gable,CompShg,VinylSd,TA,Ex,TA,1264,GasA,Ex,Y,SBrkr,1282,1414,2696,2,1,4,Ex,10,Typ,1,Gd,2007,3,792,TA,Y,184,0,NA,NA,10,2007,New,Partial,383970
114,20,RL,NA,21000,Pave,NA,Bnk,AllPub,Gtl,Crawfor,1Fam,1Story,5,1953,1953,Hip,CompShg,Wd Sdng,Gd,Gd,TA,1809,GasA,TA,Y,SBrkr,2259,0,2259,2,0,3,Gd,7,Typ,2,Gd,1953,2,450,TA,Y,120,0,NA,MnPrv,10,2007,COD,Abnorml,217000
115,70,RL,61,7259,Pave,NA,Lvl,AllPub,Mod,Crawfor,1Fam,2Story,8,1945,2002,Gambrel,CompShg,Wd Sdng,TA,TA,TA,1028,GasA,Ex,Y,SBrkr,1436,884,2320,2,1,3,Gd,9,Typ,1,TA,1945,1,180,TA,Y,0,0,NA,MnPrv,7,2007,WD,Normal,259500
116,160,FV,34,3230,Pave,Pave,Lvl,AllPub,Gtl,Somerst,TwnhsE,2Story,5,1999,1999,Gable,CompShg,MetalSd,TA,Gd,TA,729,GasA,Gd,Y,SBrkr,729,729,1458,2,1,2,TA,5,Typ,1,Fa,1999,2,440,TA,Y,32,0,NA,NA,6,2007,WD,Normal,176000
117,20,RL,NA,11616,Pave,NA,Lvl,AllPub,Gtl,Sawyer,1Fam,1Story,5,1962,1962,Gable,CompShg,Wd Sdng,TA,TA,TA,1092,GasA,TA,Y,SBrkr,1092,0,1092,1,0,3,TA,6,Typ,1,Po,1962,1,288,TA,Y,20,0,NA,NA,9,2009,WD,Normal,139000
118,20,RL,74,8536,Pave,NA,Lvl,AllPub,Gtl,Edwards,1Fam,1Story,5,2006,2007,Gable,CompShg,VinylSd,TA,Gd,TA,1125,GasA,Gd,Y,SBrkr,1125,0,1125,1,1,2,TA,5,Typ,0,NA,2007,2,430,TA,Y,64,0,NA,NA,4,2007,New,Partial,155000
119,60,RL,90,12376,Pave,NA,Lvl,AllPub,Gtl,SawyerW,1Fam,2Story,5,1990,1990,Hip,CompShg,Plywood,TA,Gd,TA,1673,GasA,Gd,Y,SBrkr,1699,1523,3222,3,0,5,Gd,11,Typ,2,TA,1990,3,594,TA,Y,0,0,NA,NA,5,2010,WD,Normal,320000
120,60,RL,65,8461,Pave,NA,Lvl,AllPub,Gtl,CollgCr,1Fam,2Story,5,2005,2006,Gable,CompShg,VinylSd,TA,Gd,TA,728,GasA,Ex,Y,SBrkr,728,728,1456,2,1,3,Gd,8,Typ,1,Gd,2005,2,390,TA,Y,24,0,NA,NA,7,2006,New,Partial,163990
121,80,RL,NA,21453,Pave,NA,Low,AllPub,Sev,ClearCr,1Fam,SLvl,5,1969,1969,Flat,Metal,Plywood,TA,TA,TA,938,GasA,Ex,Y,SBrkr,988,0,988,1,0,1,TA,4,Typ,2,TA,1969,2,540,TA,Y,130,0,NA,NA,10,2006,WD,Normal,180000
122,50,RM,50,6060,Pave,NA,Lvl,AllPub,Gtl,IDOTRR,1Fam,1.5Fin,5,1939,1950,Gable,CompShg,AsbShng,TA,TA,TA,732,GasA,Gd,Y,SBrkr,772,351,1123,1,0,3,TA,4,Typ,0,NA,1979,1,264,TA,P,0,0,NA,MnPrv,6,2007,WD,Normal,100000
123,20,RL,75,9464,Pave,NA,Lvl,AllPub,Gtl,"NAmes",1Fam,1Story,7,1958,1958,Hip,CompShg,MetalSd,Gd,TA,TA,1080,GasA,Gd,Y,SBrkr,1080,0,1080,1,0,3,TA,5,Typ,0,NA,1958,1,288,TA,Y,0,0,NA,NA,6,2008,WD,Normal,136000
124,120,RL,55,7892,Pave,NA,Lvl,AllPub,Gtl,SawyerW,TwnhsE,1Story,5,1993,1993,Gable,CompShg,Plywood,TA,Gd,TA,1199,GasA,Ex,Y,SBrkr,1199,0,1199,2,0,2,Gd,5,Typ,0,NA,1993,2,530,TA,Y,63,0,NA,NA,3,2008,WD,Normal,153900
125,20,RL,48,17043,Pave,NA,Lvl,AllPub,Gtl,NWAmes,1Fam,1Story,5,1979,1998,Gable,CompShg,HdBoard,Gd,Gd,Fa,1362,GasA,TA,Y,SBrkr,1586,0,1586,2,0,3,TA,7,Typ,1,TA,1979,2,435,TA,Y,0,0,NA,NA,1,2009,WD,Normal,181000
126,190,RM,60,6780,Pave,NA,Lvl,AllPub,Gtl,IDOTRR,2fmCon,1.5Fin,8,1935,1982,Gable,CompShg,Wd Sdng,Fa,TA,TA,520,GasA,Gd,N,SBrkr,520,0,754,1,0,2,TA,5,Typ,0,NA,NA,0,0,NA,N,0,0,NA,NA,6,2006,WD,Normal,84500
127,120,RL,NA,4928,Pave,NA,Lvl,AllPub,Gtl,NPkVill,TwnhsE,1Story,5,1976,1976,Gable,CompShg,Plywood,TA,Gd,TA,1078,GasA,TA,Y,SBrkr,958,0,958,2,0,2,TA,5,Typ,1,TA,1977,2,440,TA,Y,205,0,NA,NA,2,2007,WD,Normal,128000
128,45,RM,55,4388,Pave,NA,Bnk,AllPub,Gtl,OldTown,1Fam,1.5Unf,7,1930,1950,Gable,CompShg,WdShing,Gd,TA,TA,672,GasA,Ex,Y,SBrkr,840,0,840,1,0,3,TA,5,Typ,1,TA,NA,0,0,NA,N,0,0,NA,NA,6,2007,WD,Normal,87000
129,60,RL,69,7590,Pave,NA,Lvl,AllPub,Gtl,"NAmes",1Fam,2Story,5,1966,1966,Gable,CompShg,VinylSd,TA,TA,TA,660,GasA,TA,Y,SBrkr,660,688,1348,1,1,3,TA,6,Typ,1,Fa,1966,2,453,TA,Y,108,0,NA,NA,7,2006,WD,Normal,155000
130,20,RL,69,8973,Pave,NA,Lvl,AllPub,Gtl,"NAmes",1Fam,1Story,7,1958,1991,Gable,CompShg,Plywood,TA,TA,TA,1008,GasA,TA,Y,FuseA,1053,0,1053,1,1,3,Ex,6,Typ,0,NA,1998,2,750,TA,Y,80,0,NA,MnWw,7,2006,WD,Abnorml,150000
131,60,RL,88,14200,Pave,NA,Lvl,AllPub,Gtl,"NAmes",1Fam,2Story,6,1966,1966,Gable,CompShg,MetalSd,TA,TA,TA,924,GasA,Ex,Y,SBrkr,1216,941,2157,2,1,4,Gd,8,Typ,2,Gd,1966,2,487,TA,Y,66,0,NA,GdPrv,5,2006,WD,Normal,226000
132,60,RL,NA,12224,Pave,NA,Lvl,AllPub,Gtl,Gilbert,1Fam,2Story,5,2000,2000,Gable,CompShg,VinylSd,TA,Gd,TA,992,GasA,Ex,Y,SBrkr,1022,1032,2054,2,1,3,Gd,7,Typ,1,TA,2000,2,390,TA,Y,48,0,NA,NA,7,2009,WD,Normal,244000
133,20,RL,75,7388,Pave,NA,Lvl,AllPub,Gtl,"NAmes",1Fam,1Story,6,1959,2002,Gable,CompShg,MetalSd,TA,TA,TA,1063,GasA,Gd,Y,SBrkr,1327,0,1327,1,0,3,Gd,7,Typ,0,NA,1974,2,624,TA,Y,0,0,NA,NA,7,2007,WD,Normal,150750
134,20,RL,NA,6853,Pave,NA,Lvl,AllPub,Gtl,Timber,1Fam,1Story,5,2001,2002,Gable,CompShg,VinylSd,TA,Ex,TA,1267,GasA,Ex,Y,SBrkr,1296,0,1296,2,0,2,Gd,6,Typ,0,NA,2001,2,471,TA,Y,25,0,NA,NA,6,2009,WD,Normal,220000
135,20,RL,78,10335,Pave,NA,Lvl,AllPub,Gtl,Sawyer,1Fam,1Story,6,1968,1993,Gable,CompShg,Plywood,TA,TA,TA,1461,GasA,Gd,Y,SBrkr,1721,0,1721,2,1,3,TA,7,Min1,1,TA,1968,2,440,TA,Y,96,0,NA,MnPrv,7,2006,WD,Normal,180000
136,20,RL,80,10400,Pave,NA,Lvl,AllPub,Gtl,NWAmes,1Fam,1Story,6,1970,1970,Hip,CompShg,Plywood,TA,TA,TA,1304,GasA,Gd,Y,SBrkr,1682,0,1682,2,0,3,TA,7,Typ,1,Gd,1970,2,530,TA,Y,0,0,NA,MnPrv,5,2008,WD,Normal,174000
137,20,RL,NA,10355,Pave,NA,Lvl,AllPub,Gtl,"NAmes",1Fam,1Story,5,1967,1967,Gable,CompShg,MetalSd,TA,TA,TA,1214,GasA,TA,Y,SBrkr,1214,0,1214,2,0,3,TA,5,Typ,1,Fa,1967,1,318,TA,Y,111,0,NA,NA,7,2007,WD,Normal,143000
138,90,RL,82,11070,Pave,NA,Lvl,AllPub,Gtl,Mitchel,Duplex,1Story,5,1988,1989,Gable,CompShg,VinylSd,TA,TA,TA,1907,GasA,Gd,Y,SBrkr,1959,0,1959,3,0,5,TA,9,Typ,0,NA,1989,3,766,TA,Y,0,0,NA,NA,7,2006,WD,Family,171000
139,60,RL,73,9066,Pave,NA,Lvl,AllPub,Gtl,CollgCr,1Fam,2Story,5,1999,2000,Gable,CompShg,VinylSd,TA,Gd,TA,1004,GasA,Ex,Y,SBrkr,1004,848,1852,2,1,3,Gd,7,Typ,2,TA,1999,3,660,TA,Y,106,0,NA,GdPrv,12,2008,WD,Normal,230000
140,60,RL,65,15426,Pave,NA,Lvl,AllPub,Gtl,CollgCr,1Fam,2Story,5,1997,1997,Gable,CompShg,VinylSd,TA,Gd,TA,928,GasA,Ex,Y,SBrkr,928,836,1764,2,1,3,Gd,7,Typ,0,NA,1997,2,470,TA,Y,99,0,NA,MnPrv,8,2009,WD,Normal,231500
141,20,RL,70,10500,Pave,NA,Lvl,AllPub,Gtl,"NAmes",1Fam,1Story,5,1971,1971,Gable,CompShg,HdBoard,TA,TA,TA,864,GasA,TA,Y,SBrkr,864,0,864,1,0,3,TA,5,Typ,1,Po,NA,0,0,NA,Y,0,0,NA,NA,4,2010,ConLI,Normal,115000
142,20,RL,78,11645,Pave,NA,Lvl,AllPub,Gtl,CollgCr,1Fam,1Story,5,2005,2005,Gable,CompShg,VinylSd,TA,Gd,TA,1734,GasA,Ex,Y,SBrkr,1734,0,1734,2,0,3,Gd,7,Typ,0,NA,2005,2,660,TA,Y,24,0,NA,NA,1,2006,WD,Normal,260000
143,50,RL,71,8520,Pave,NA,Lvl,AllPub,Gtl,"NAmes",1Fam,1.5Fin,4,1952,1952,Gable,CompShg,BrkFace,Fa,TA,TA,910,GasA,Fa,Y,SBrkr,910,475,1385,2,0,4,TA,6,Typ,0,NA,2000,2,720,TA,Y,0,0,NA,MnPrv,6,2010,WD,Normal,166000
144,20,RL,78,10335,Pave,NA,Lvl,AllPub,Gtl,CollgCr,1Fam,1Story,5,1999,1999,Gable,CompShg,VinylSd,TA,Gd,TA,1490,GasA,Ex,Y,SBrkr,1501,0,1501,2,0,3,Gd,6,Typ,0,NA,1999,2,577,TA,Y,29,0,NA,NA,6,2009,WD,Normal,204000
145,90,RM,70,9100,Pave,NA,Lvl,AllPub,Gtl,Sawyer,Duplex,1Story,5,1963,1963,Gable,CompShg,HdBoard,TA,TA,TA,1728,GasA,TA,Y,SBrkr,1728,0,1728,2,0,6,TA,10,Typ,0,NA,1963,2,504,TA,Y,0,0,NA,NA,11,2006,ConLI,Abnorml,125000
146,160,RM,24,2522,Pave,NA,Lvl,AllPub,Gtl,Edwards,Twnhs,2Story,5,2004,2006,Gable,CompShg,VinylSd,TA,Gd,TA,970,GasA,Ex,Y,SBrkr,970,739,1709,2,0,3,Gd,7,Maj1,0,NA,2004,2,380,TA,Y,40,0,NA,NA,4,2006,WD,Normal,130000
147,30,RM,51,6120,Pave,NA,Lvl,AllPub,Gtl,BrkSide,1Fam,1Story,7,1931,1993,Gable,CompShg,Wd Sdng,TA,TA,TA,715,GasA,TA,Y,FuseA,875,0,875,1,0,2,TA,5,Typ,0,NA,1931,1,180,Fa,Y,0,0,NA,NA,11,2009,WD,Normal,105000
148,60,RL,NA,9505,Pave,NA,Lvl,AllPub,Gtl,Gilbert,1Fam,2Story,5,2001,2001,Gable,CompShg,VinylSd,TA,Gd,TA,884,GasA,Ex,Y,SBrkr,884,1151,2035,2,1,3,Gd,8,Typ,1,Gd,2001,2,434,TA,Y,48,0,NA,NA,5,2010,WD,Normal,222500
149,20,RL,63,7500,Pave,NA,Lvl,AllPub,Gtl,SawyerW,1Fam,1Story,5,2004,2005,Gable,CompShg,VinylSd,TA,Gd,TA,1080,GasA,Ex,Y,SBrkr,1080,0,1080,1,0,3,Gd,6,Typ,0,NA,NA,0,0,NA,Y,0,0,NA,NA,4,2008,WD,Normal,141000
150,50,RM,NA,6240,Pave,NA,Lvl,AllPub,Gtl,BrkSide,1Fam,1.5Fin,4,1936,1950,Gable,CompShg,MetalSd,TA,Gd,TA,896,GasA,Gd,Y,FuseA,896,448,1344,1,0,3,TA,7,Typ,0,NA,1936,1,240,Fa,Y,114,0,NA,NA,4,2006,WD,Normal,115000
151,20,RL,120,10356,Pave,NA,Lvl,AllPub,Gtl,CollgCr,1Fam,1Story,6,1975,1975,Gable,CompShg,HdBoard,TA,TA,TA,969,GasA,TA,Y,SBrkr,969,0,969,1,1,3,TA,5,Typ,0,NA,1975,2,440,TA,Y,0,0,NA,MnPrv,1,2007,WD,Normal,122000
152,20,RL,107,13891,Pave,NA,Lvl,AllPub,Gtl,NridgHt,1Fam,1Story,5,2007,2008,Hip,CompShg,VinylSd,TA,Ex,TA,1710,GasA,Ex,Y,SBrkr,1710,0,1710,2,0,2,Gd,6,Typ,1,Gd,2007,3,866,TA,Y,102,0,NA,NA,1,2008,New,Partial,372402
153,60,RL,NA,14803,Pave,NA,Lvl,AllPub,Gtl,NWAmes,1Fam,2Story,5,1971,1971,Gable,CompShg,HdBoard,TA,TA,TA,825,GasA,Gd,Y,SBrkr,1097,896,1993,2,1,4,TA,8,Typ,1,Gd,1971,2,495,TA,Y,66,0,NA,GdWo,6,2006,WD,Normal,190000
154,20,RL,NA,13500,Pave,NA,Lvl,AllPub,Gtl,ClearCr,1Fam,1Story,7,1960,1975,Flat,CompShg,BrkFace,TA,Gd,TA,1602,GasA,Gd,Y,SBrkr,1252,0,1252,1,0,1,TA,4,Typ,1,Gd,1960,2,564,TA,Y,0,0,NA,NA,3,2008,WD,Normal,235000
155,30,RM,84,11340,Pave,NA,Lvl,AllPub,Gtl,OldTown,1Fam,1Story,5,1923,1950,Gable,CompShg,Wd Sdng,TA,TA,TA,1200,GasA,TA,Y,FuseA,1200,0,1200,1,0,4,TA,7,Typ,0,NA,1923,1,312,Fa,Y,0,0,NA,NA,3,2006,WD,Family,125000
156,50,RL,60,9600,Pave,NA,Lvl,AllPub,Gtl,Edwards,1Fam,1.5Fin,5,1924,1950,Gable,CompShg,Wd Sdng,TA,TA,TA,572,Grav,Fa,N,FuseF,572,524,1096,1,0,2,TA,5,Typ,0,NA,NA,0,0,NA,N,8,0,NA,NA,4,2008,WD,Normal,79000
157,20,RL,60,7200,Pave,NA,Lvl,AllPub,Gtl,"NAmes",1Fam,1Story,7,1950,1950,Hip,CompShg,Wd Sdng,TA,NA,NA,0,GasA,TA,Y,FuseF,1040,0,1040,1,0,2,TA,5,Typ,0,NA,1950,2,625,TA,Y,0,0,NA,NA,6,2006,WD,Normal,109500
158,60,RL,92,12003,Pave,NA,Lvl,AllPub,Gtl,Timber,1Fam,2Story,5,2009,2010,Gable,CompShg,VinylSd,TA,Ex,TA,774,GasA,Ex,Y,SBrkr,774,1194,1968,2,1,4,Ex,8,Typ,1,Gd,2009,3,680,TA,Y,75,0,NA,NA,5,2010,New,Partial,269500
159,60,FV,100,12552,Pave,NA,Lvl,AllPub,Gtl,Somerst,1Fam,2Story,5,2004,2005,Gable,CompShg,VinylSd,TA,Gd,TA,991,GasA,Ex,Y,SBrkr,991,956,1947,2,1,3,Gd,8,Typ,1,Gd,2004,2,678,TA,Y,136,0,NA,GdWo,5,2010,WD,Normal,254900
